keys,en,ru
SOUND_MUTE_WHEN_UNFOCUSED,Mute sound when the game is in the background,Заглушать звук при сворачивании
SOUND_MUTE_WHEN_UNFOCUSED_TOOLTIP,"Mutes the Master audio bus while a fullscreen game loses focus (alt-tab or minimize). Windowed mode is left untouched.","Заглушает основную шину звука, пока полноэкранная игра не в фокусе (alt-tab или сворачивание). В оконном режиме не применяется."
SOUND_RESET_VOLUMES,Reset volumes to default,Сбросить громкость
SOUND_RESET_VOLUMES_TOOLTIP,"Restore all volume sliders to their default levels (30%).","Вернуть все ползунки громкости к значениям по умолчанию (30%)."
SOUND_OUTPUT_LATENCY_MS,"Sound delay (engine): %d ms","Задержка звука (движок): %d мс"
SOUND_OUTPUT_LATENCY_TOOLTIP,"Approximate delay between the game playing a sound and you hearing it. Depends on driver and device — use calibration above to compensate.","Примерная задержка между командой «играть звук» и тем что вы слышите. Зависит от драйвера и устройства — компенсируется калибровкой выше."
DLG_RESET_CALIB_TITLE,Reset timing,Сброс тайминга
DLG_RESET_CALIB_TEXT,Reset timing offset to 0 ms?,Сбросить тайминговый оффсет к 0 мс?
BTN_RESET,Reset,Сбросить
BTN_CANCEL,Cancel,Отмена
GFX_DISPLAY,Display,Дисплей
GFX_GRAPHICS_QUALITY,Graphics quality,Качество графики
GFX_QUALITY_LOW,Low,Низкие
GFX_QUALITY_MEDIUM,Medium,Средние
GFX_QUALITY_HIGH,High,Высокие
GFX_WINDOW_MODE,Window mode,Режим окна
GFX_WINDOW_WINDOWED,Windowed,Оконный
GFX_WINDOW_FULLSCREEN,Fullscreen,Полноэкранный
GFX_WINDOW_BORDERLESS,Borderless,Безрамочный
GFX_RESOLUTION,Screen resolution,Разрешение экрана
GFX_FPS,FPS counter,Счётчик FPS
GFX_FPS_NONE,None,Нет
GFX_FPS_NORMAL,Normal,Обычный
GFX_FPS_CONTRAST,High contrast,Контрастный
GFX_GAMEPLAY,Gameplay,Игровой процесс
GFX_SCROLL_SPEED,Note scroll speed,Скорость движения нот
GFX_SCROLL_SPEED_TOOLTIP,"How fast notes move toward the hit line. Higher values feel faster (osu!-style scroll speed).","Скорость приближения нот к линии удара. Большее значение — быстрее прокрутка (как scroll speed в osu!)."
GFX_LANE_HIGHLIGHT,Lane highlight brightness,Яркость подсветки линий
GFX_LANE_HIGHLIGHT_TOOLTIP,"Brightness of lane glow during gameplay. Shop lane-highlight cosmetics stack on top.","Яркость подсветки дорожек в игре. Косметика подсветки из магазина накладывается поверх."
GFX_NOTE_BRIGHTNESS,Note brightness,Яркость нот
GFX_NOTE_BRIGHTNESS_TOOLTIP,"Overall note brightness on the playfield. Does not change timing windows.","Общая яркость нот на поле. На окна попадания не влияет."
GFX_PLAYFIELD_WIDTH_HEADER,Playfield width,Ширина игрового поля
GFX_PLAYFIELD_WIDTH_3,3 lanes,3 линии
GFX_PLAYFIELD_WIDTH_4,4 lanes,4 линии
GFX_PLAYFIELD_WIDTH_5,5 lanes,5 линий
GFX_PLAYFIELD_WIDTH_TOOLTIP,"Horizontal playfield size for this lane count during gameplay. 100% is the default width; wider lanes make notes easier to read.","Горизонтальный размер поля для этого числа линий в игре. 100% — стандарт; шире поле — крупнее ноты в каждой линии."
GFX_LINE_ACCENT,Line accent,Акцент у линии
GFX_LINE_ACCENT_TOOLTIP,"Visual emphasis on notes near the hit line — lighter, darker, or richer tint. Hidden/Sudden mods use a separate visibility band.","Визуальный акцент у линии удара — светлее, темнее или насыщеннее. Моды Hidden/Sudden используют отдельную полосу видимости."
GFX_SHOW_ERROR_METER,Show accuracy bar,Показывать шкалу точности
GFX_SHOW_ERROR_METER_TOOLTIP,"Thin bar in the bottom HUD: recent hit timing — early on the left, late on the right.","Тонкая полоска в нижней панели: точность последних попаданий — рано слева, поздно справа."
GFX_SHOW_HEALTH_BAR,Show HP bar,Показывать шкалу HP
GFX_SHOW_HEALTH_BAR_TOOLTIP,"Vertical bar on the right during a song. Misses drain HP; good hits restore a little.","Вертикальная шкала справа во время песни. Промахи уменьшают HP; удачные попадания немного восстанавливают."
GFX_REDUCE_BG_EFFECTS,Background effects in gameplay,Фоновые эффекты в игре
GFX_REDUCE_BG_EFFECTS_TOOLTIP,"Combo pulse and similar background motion during gameplay. Turn off to reduce visual load.","Пульсация комбо и похожие фоновые эффекты в игре. Выключите, чтобы снизить визуальную нагрузку."
GFX_AMBIENT_PARTICLES,Ambient menu particles,Фоновые частицы в меню
GFX_AMBIENT_PARTICLES_TOOLTIP,"Small floating dots in menu and library backgrounds. Washes stay on.","Мелкие летающие точки в фоне меню и библиотеки. Цветовые пятна остаются."
GFX_AUDIO_REACTIVE_BG,Music-reactive background,Фон реагирует на музыку
GFX_AUDIO_REACTIVE_BG_TOOLTIP,"Subtle background and playfield border pulse driven by the track (FFT bass). Combo effects stay separate.","Лёгкая пульсация фона и рамки поля от баса трека (FFT). Эффекты комбо работают отдельно."
GFX_SHOP_KICK_WAVEFORM,Kick waveform preview in shop,Предпросмотр волны кика в магазине
GFX_SHOP_KICK_WAVEFORM_TOOLTIP,"Analyzes kick sounds for waveform animation in the shop. Disable if the shop feels slow.","Анализирует звуки кика для анимации волны в магазине. Отключите при лагах."
GFX_SERIES_INTER_TRACK_COUNTDOWN,5–4–3–2–1 countdown between series tracks,Отсчёт 5–4–3–2–1 между треками серии
GFX_SERIES_INTER_TRACK_COUNTDOWN_TOOLTIP,"Show the numeric countdown before each next track in Endless and Marathon. Off uses a short fade instead.","Показывать числовой отсчёт перед каждым следующим треком в Endless и Marathon. Выключено — короткий fade вместо отсчёта."
UI_LOADING_WAIT,Please wait…,Подождите…
UI_LOADING_SHOP,Loading shop…,Загрузка магазина…
UI_LOADING_ACHIEVEMENTS,Loading achievements…,Загрузка достижений…
UI_LOADING_PROFILE,Updating profile…,Обновление профиля…
UI_LOADING_SETTINGS,Loading settings…,Загрузка настроек…
UI_LOADING_MODIFIERS,Loading modifiers…,Загрузка модификаторов…
UI_LOADING_GEN_SETTINGS,Loading generation settings…,Загрузка параметров генерации…
UI_LOADING_SONG_LIST,Sorting library…,Сортировка библиотеки…
UI_LOADING_PLAY_MODES,Loading play modes…,Загрузка режимов игры…
GFX_APPROACH_NONE,None,Нет
GFX_APPROACH_LIGHTER,Lighter,Светлее
GFX_APPROACH_DARKER,Darker,Темнее
GFX_APPROACH_RICHER,Richer,Насыщеннее
GFX_DUO_PARTNER_NOTE_STYLE,Duo: partner notes,Duo: ноты партнёра
GFX_DUO_PARTNER_NOTE_STYLE_TOOLTIP,"How to visually distinguish the right playfield in Duo mode. Warm/Cool tints both sides; other modes affect partner only.","Как выделить ноты правого поля в Duo. Warm/Cool — оба поля; остальные — только партнёр."
GFX_DUO_NOTE_WARM_COOL,Warm / Cool,Тёплые / холодные
GFX_DUO_NOTE_TINT,Tint + brightness,Оттенок + яркость
GFX_DUO_NOTE_OUTLINE,Outline,Обводка
GFX_DUO_NOTE_NONE,None,Нет
CONTROLS_KEYMAP,Key bindings,Привязка клавиш
CONTROLS_DESC,Click a key button to change its assignment.,Нажмите на клавишу чтобы изменить её назначение.
CONTROLS_ACTION,Action,Действие
CONTROLS_KEY,Key,Клавиша
CONTROLS_LANE,Lane %d,Линия %d
CONTROLS_RESET,Reset,Сбросить
CONTROLS_RESET_KEYS,Reset key bindings,Сбросить назначение клавиш
CONTROLS_HINT,Press ESC to cancel key remapping,Нажмите ESC чтобы отменить переназначение клавиши
MISC_SHOW_GEN_NOTIFS_LONG,Show generation and BPM notifications,Показывать уведомления о генерации и расчёте BPM
MISC_GEN_STATUS_MODE,Generation status,Статус генерации
MISC_GEN_STATUS_FULL,Full,Полный
MISC_GEN_STATUS_COMPACT,Compact,Компактный
MISC_GEN_STATUS_OFF,Off,Выкл
MISC_GEN_STATUS_MODE_TOOLTIP,"Bottom-left status for BPM and note generation. Full shows queue and stage details; Compact is shorter; Off hides generation status.","Статус BPM и генерации внизу слева. Полный — очередь и этапы; Компактный — короче; Выкл — скрыть."
STATUS_SAVING,Saving...,Сохранение...
STATUS_SAVED,Settings saved,Настройки сохранены
STATUS_METADATA_SAVED,Metadata saved,Метаданные сохранены
STATUS_LIBRARY_SCANNING,Scanning library…,Сканирование библиотеки…
STATUS_LIBRARY_DEDUPE_HINT,Found %d possible duplicate entries — review suggested,Найдено %d возможных дубликатов — рекомендуем проверить
STATUS_HINT_CANCEL,Space — cancel,Space — отмена
MISC_CONFIRM_BEFORE_RERUN_LONG,Ask before regenerating notes or recalculating BPM,Спрашивать подтверждение при повторной генерации и пересчёте BPM
MISC_NOTIFY_DONE_MINIMIZED,Notify when generation finishes while minimized,"Уведомлять о завершении генерации, когда игра свёрнута"
MISC_LOW_POWER_MINIMIZED,Reduce resource usage while minimized,"Снижать нагрузку, когда игра свёрнута"
MISC_NOTIFY_DONE_MINIMIZED_TOOLTIP,"When the game is minimized or in the background, flash the taskbar once a queued generation batch completes.","Когда игра свёрнута или неактивна, мигнуть значком на панели задач по завершении очереди генерации."
MISC_LOW_POWER_MINIMIZED_TOOLTIP,"Cap the frame rate to 30 while a fullscreen game is in the background, to save CPU/GPU. Restores automatically when you return. Windowed mode is left untouched.","Ограничивать частоту кадров до 30, пока полноэкранная игра неактивна, чтобы экономить CPU/GPU. Автоматически восстанавливается при возврате. В оконном режиме не применяется."
MISC_SERVER_FLASK,Generation server (Flask),Сервер генерации (Flask)
MISC_SERVER_LOCALHOST,On this computer (localhost),На этом компьютере (localhost)
MISC_SERVER_LAN_PC,Another PC on the local network,Другой ПК в локальной сети
MISC_SERVER_HOST_IP,IP or hostname,IP или имя хоста
MISC_SERVER_PORT_LABEL,Server port,Порт сервера
MISC_SONGS_FOLDER_LABEL,Songs folder,Папка песен
MISC_BUILTIN_ONLY,Built-in songs only,Только встроенные песни
MISC_EXPORT_PROGRESS,Export progress,Экспорт прогресса
MISC_IMPORT_PROGRESS,Import progress,Импорт прогресса
MISC_PROGRESS_BACKUP_HEADER,Progress backup,Резервная копия прогресса
MISC_PROGRESS_BACKUP_HINT,"Currency, shop unlocks, profile stats, achievements, track medals, and song metadata.","Валюта, покупки, статистика профиля, достижения, медали и метаданные треков."
MISC_PROGRESS_BACKUP_TITLE,Progress backup,Резервная копия
MISC_PROGRESS_BACKUP_ERROR_TITLE,Progress backup error,Ошибка копии прогресса
MISC_ENABLE_CONSOLE,Enable console,Включить консоль
MISC_LANGUAGE_TOOLTIP,"Switch interface language (Russian / English).","Смена языка интерфейса (русский / английский)."
UPDATE_CHECK_BUTTON_TOOLTIP,"Look for updates and compare with your installed version.","Проверить обновления и сравнить с установленной версией."
MISC_CHECK_UPDATES_ON_STARTUP_TOOLTIP,"Check for a new game version when launching.","Проверять новую версию игры при запуске."
MISC_GEN_SCOPE_TOOLTIP,"Selected icons define ready charts and what Generate notes / mass queue will request. Original is always one chart; difficulties only expand Arcade.","Выбранные иконки задают готовность чартов и очередь «Сгенерировать ноты». У Оригинала всегда одна карта; сложности расширяют только Аркаду."
MISC_SHOW_GEN_NOTIFS_TOOLTIP,"Pop-up toasts when note generation or BPM calculation finishes.","Всплывающие сообщения о завершении генерации нот или расчёта BPM."
MISC_CONFIRM_BEFORE_RERUN_TOOLTIP,"Ask for confirmation before regenerating notes or recalculating BPM.","Спрашивать подтверждение перед повторной генерацией или пересчётом BPM."
MISC_BULK_FORCE_REGEN_LONG,"Bulk queue: regenerate everything (debug)","Массовая очередь: перегенерировать всё (отладка)"
MISC_BULK_FORCE_REGEN_TOOLTIP,"When enabled, bulk queue actions include tracks that already have BPM or notes. Turn off later to queue only missing work.","Если включено, массовая постановка в очередь затрагивает треки с уже вычисленным BPM или готовыми нотами. Позже можно выключить — тогда в очередь попадут только недостающие задачи."
